#doc name topic proportion ...
0	xaj_0001D|1	2	0.963874557725814	0	0.008785208314888467	7	0.004661527114150571	9	0.004644557495570364	5	0.0038352117623147246	8	0.0034719787145025558	3	0.0034551699309881066	1	0.0034518139186842816	6	0.0024615095425526206	4	0.0013584654805342106	
1	xal_0001F|1	0	0.9657877660232294	2	0.00687200001747315	7	0.004661527114150571	9	0.004644557495570364	5	0.0038352117623147246	8	0.0034719787145025558	3	0.0034551699309881066	1	0.0034518139186842816	6	0.0024615095425526206	4	0.0013584654805342106	
2	xal_0001F|1	0	0.9657877660232294	2	0.00687200001747315	7	0.004661527114150571	9	0.004644557495570364	5	0.0038352117623147246	8	0.0034719787145025558	3	0.0034551699309881066	1	0.0034518139186842816	6	0.0024615095425526206	4	0.0013584654805342106	
3	xam_00020|1	9	0.7535918255414741	3	0.1919760947968069	0	0.013702821536863046	2	0.010718674670601683	7	0.0072708661929167286	5	0.0059820120879790295	8	0.005415455501947275	1	0.005384003248509321	6	0.0038393655294117145	4	0.0021188808934902888	
4	xan_00021|1	2	0.963874557725814	0	0.008785208314888467	7	0.004661527114150571	9	0.004644557495570364	5	0.0038352117623147246	8	0.0034719787145025558	3	0.0034551699309881066	1	0.0034518139186842816	6	0.0024615095425526206	4	0.0013584654805342106	
5	xar_00025|1	7	0.8420387651089488	0	0.12841052802843106	2	0.00687200001747315	9	0.004644557495570364	5	0.0038352117623147246	8	0.0034719787145025558	3	0.0034551699309881066	1	0.0034518139186842816	6	0.0024615095425526206	4	0.0013584654805342106	
6	xaz_0002D|1	8	0.5687172738605637	5	0.32623339425874087	1	0.08324452294529695	0	0.005941968695283747	2	0.004647949998933317	7	0.0031528732377987707	9	0.003141395656532585	3	0.0023369407794262055	6	0.0016648680510173625	4	9.188125164064879E-4	
7	xbb_0002F|1	5	0.9711804228591172	0	0.00646505536858887	2	0.005057120902940323	7	0.0034304287177900966	9	0.0034179407357443035	8	0.0025550372652837893	3	0.002542667642139467	1	0.002540197944827324	6	0.0018114306357361078	4	9.996979278324443E-4	
8	xbb_0002F|1	5	0.9711804228591172	0	0.00646505536858887	2	0.005057120902940323	7	0.0034304287177900966	9	0.0034179407357443035	8	0.0025550372652837893	3	0.002542667642139467	1	0.002540197944827324	6	0.0018114306357361078	4	9.996979278324443E-4	
9	xbe_00032|1	3	0.8192047140401364	8	0.13982376047888115	0	0.00997894250210595	2	0.007805767443512949	7	0.005294935461608004	9	0.005275660011097903	5	0.004356340372109315	1	0.003920846425934384	6	0.0027959794819992917	4	0.0015430537826146837	
